SynsetTerms,PosScore,NegScore
balconied,0.00,0.00
unbalconied,0.00,0.50
barrelled,0.00,0.00
unbarrelled,0.00,0.75
beaked,0.25,0.25
beaklike,0.00,0.25
billed,0.00,0.00
duckbill,0.13,0.25
rostrate,0.00,0.00
short-billed,0.00,0.00
stout-billed,0.25,0.00
straight-billed,0.00,0.00
thick-billed,0.00,0.00
beakless,0.00,0.63
bedded,0.00,0.00
double-bedded,0.13,0.00
single-bedded,0.00,0.00
twin-bedded,0.00,0.00
bedless,0.00,0.50
beneficed,0.00,0.00
unbeneficed,0.00,0.63
stratified,0.00,0.00
foliated,0.00,0.00
laminar,0.00,0.00
superimposed,0.00,0.00
sheetlike,0.00,0.13
unstratified,0.00,0.75
ferny,0.00,0.50
braky,0.13,0.38
ferny,0.25,0.00
fernless,0.38,0.00
grassy,0.00,0.00
grass-covered,0.00,0.25
grasslike,0.00,0.00
sedgelike,0.00,0.25
sedgy,0.00,0.25
grassless,0.00,0.25
gusseted,0.00,0.00
ungusseted,0.00,0.50
hairless,0.00,0.50
bald-pated,0.00,0.13
balding,0.00,0.13
smooth-faced,0.13,0.13
depilatory,0.00,0.00
depilous,0.13,0.38
glabrescent,0.13,0.38
glabrous,0.13,0.38
naked-muzzled,0.00,0.00
naked-tailed,0.00,0.00
nonhairy,0.00,0.00
tonsured,0.00,0.00
hirsute,0.00,0.25
hoary,0.13,0.25
coarse-haired,0.25,0.50
comose,0.00,0.00
curly-haired,0.00,0.00
dark-haired,0.00,0.38
sericeous,0.00,0.38
floccose,0.00,0.00
furlike,0.00,0.25
furry,0.00,0.00
fuzzy,0.13,0.00
glossy-haired,0.00,0.00
hispid,0.00,0.00
woolly,0.00,0.13
long-haired,0.00,0.00
pappose,0.00,0.25
pilous,0.00,0.25
rough-haired,0.00,0.00
shock-headed,0.00,0.00
short-haired,0.00,0.00
silky-haired,0.00,0.00
silver-haired,0.00,0.00
smooth-haired,0.00,0.75
snake-haired,0.00,0.00
soft-haired,0.25,0.00
stiff-haired,0.25,0.00
thick-haired,0.38,0.00
tomentous,0.00,0.00
velvety-haired,0.13,0.00
wiry-coated,0.00,0.00
wiry,0.00,0.00
wooly-haired,0.00,0.13
awny,0.00,0.00
bearded,0.00,0.00
awnless,0.00,0.25
bearing,0.00,0.00
supporting,0.63,0.00
nonbearing,0.00,0.00
beautiful,0.75,0.00
beauteous,0.13,0.00
sightly,0.75,0.00
dishy,0.50,0.00
exquisite,0.50,0.13
well-favoured,0.63,0.00
splendiferous,0.63,0.13
gorgeous,0.75,0.00
lovely,0.63,0.00
picturesque,0.75,0.00
pretty,0.88,0.13
pretty-pretty,0.50,0.00
pulchritudinous,0.50,0.13
ravishing,0.75,0.00
scenic,0.25,0.00
stunning,0.75,0.00
ugly,0.00,0.38
disfigured,0.25,0.38
evil-looking,0.00,0.00
fugly,0.00,0.75
monstrous,0.13,0.38
repulsive,0.25,0.63
ill-favoured,0.00,0.00
scrofulous,0.13,0.63
unpicturesque,0.38,0.63
unsightly,0.00,0.63
bellied,0.00,0.38
great_bellied,0.00,0.00
flat-bellied,0.13,0.25
banded,0.00,0.00
unbanded,0.00,0.75
belted,0.00,0.00
banded,0.25,0.13
belt-fed,0.00,0.00
beltlike,0.25,0.13
unbelted,0.13,0.25
beneficent,0.75,0.00
benefic,0.75,0.00
maleficent,0.00,0.75
baneful,0.00,0.63
malign,0.38,0.25
malicious,0.25,0.63
vindictive,0.38,0.63
leering,0.63,0.25
malevolent,0.00,0.88
beady-eyed,0.13,0.50
catty,0.13,0.75
vicious,0.00,0.75
venomed,0.13,0.75
vixenish,0.00,0.88
unmalicious,0.22,0.78
benignant,0.88,0.00
kindly,0.50,0.00
malign,0.25,0.63
cancerous,0.13,0.63
best,0.75,0.00
prizewinning,0.00,0.00
top-quality,0.75,0.00
world-class,0.63,0.00
sunday-go-to-meeting,0.00,0.00
optimum,0.50,0.00
primo,0.63,0.00
record-breaking,0.38,0.00
second-best,0.25,0.00
superfine,0.38,0.13
unsurpassed,0.25,0.63
unsurpassable,1.00,0.00
worst,0.25,0.75
bottom,0.25,0.38
lowest,0.38,0.50
pessimum,0.13,0.50
better,0.88,0.00
amended,0.50,0.00
finer,0.75,0.00
improved,0.50,0.25
worse,0.00,0.75
worsened,0.00,0.25
better,0.88,0.00
healthier,0.50,0.00
worsened,0.56,0.44
bettering,0.38,0.00
meliorative,0.38,0.50
amendatory,0.00,0.00
corrective,0.63,0.00
remedial,0.13,0.38
worsening,0.00,0.25
bicameral,0.00,0.00
unicameral,0.00,0.00
bidirectional,0.00,0.00
bifacial,0.00,0.00
duplex,0.00,0.00
two-way,0.00,0.00
unidirectional,0.00,0.00
one-way,0.00,0.00
simplex,0.00,0.00
unifacial,0.00,0.00
faced,0.00,0.00
baby-faced,0.13,0.00
bald-faced,0.50,0.00
featured,0.00,0.13
two-faced,0.00,0.00
long-faced,0.50,0.00
round-faced,0.00,0.00
pale-faced,0.00,0.00
pug-faced,0.50,0.00
sad-faced,0.50,0.00
sweet-faced,0.63,0.00
visaged,0.00,0.00
faceless,0.00,0.50
anonymous,0.13,0.50
bibbed,0.00,0.00
bibless,0.13,0.25
unilateral,0.00,0.00
one-party,0.00,0.00
multilateral,0.00,0.00
two-sided,0.00,0.00
deep-lobed,0.13,0.00
two-lobed,0.38,0.00
two-way,0.00,0.00
joint,0.00,0.00
multipartite,0.00,0.00
quadrilateral,0.00,0.00
five-sided,0.00,0.00
six-sided,0.00,0.00
seven-sided,0.00,0.00
eight-sided,0.00,0.00
nine-sided,0.00,0.00
ten-sided,0.00,0.00
eleven-sided,0.00,0.00
twelve-sided,0.00,0.00
quadripartite,0.00,0.00
tetramerous,0.00,0.00
three-cornered,0.00,0.00
three-lobed,0.00,0.00
four-lobed,0.00,0.00
five-lobed,0.00,0.50
many-lobed,0.00,0.00
palmately-lobed,0.13,0.00
trilateral,0.00,0.00
tripartite,0.00,0.00
bimodal,0.13,0.00
unimodal,0.00,0.00
binaural,0.00,0.00
two-eared,0.38,0.00
two-channel,0.00,0.00
monaural,0.00,0.00
one-eared,0.00,0.00
single-channel,0.00,0.00
binucleated,0.00,0.00
mononucleate,0.00,0.00
trinucleated,0.00,0.00
two-footed,0.00,0.00
quadrupedal,0.00,0.00
black,0.00,0.00
afro-american,0.00,0.00
non-white,0.00,0.00
negro,0.00,0.00
negroid,0.00,0.00
white,0.00,0.00
caucasoid,0.00,0.00
light-skinned,0.00,0.00
light-haired,0.00,0.00
towheaded,0.00,0.00
fairish,0.00,0.00
sandy,0.00,0.00
nordic,0.00,0.13
redheaded,0.00,0.00
brunette,0.00,0.25
adust,0.00,0.00
tanned,0.00,0.00
browned,0.00,0.00
dark,0.00,0.00
dark-haired,0.00,0.00
swarthy,0.00,0.00
grizzled,0.00,0.00
nutbrown,0.00,0.00
blemished,0.00,0.38
pustulate,0.00,0.38
blebby,0.00,0.00
blotchy,0.00,0.50
flyblown,0.50,0.00
scarred,0.00,0.63
pockmarked,0.13,0.50
unmutilated,0.63,0.00
untarnished,0.63,0.00
bloody,0.00,0.25
blood-filled,0.00,0.00
gory,0.00,0.38
bloodsucking,0.00,0.00
sanguinary,0.00,0.63
violent,0.25,0.63
murderous,0.63,0.13
slaughterous,0.00,0.63
internecine,0.00,0.50
bloodless,0.25,0.25
unbloody,0.00,0.00
bold,0.50,0.13
unfearing,0.25,0.00
temerarious,0.50,0.13
emboldened,0.38,0.00
reckless,0.13,0.75
heroical,0.50,0.00
nervy,0.50,0.50
vaulting,0.50,0.00
overvaliant,0.50,0.25
timid,0.63,0.00
bashful,0.50,0.50
coy,0.25,0.00
trepid,0.13,0.25
intimidated,0.38,0.13
mousy,0.50,0.25
bound,0.00,0.00
enchained,0.00,0.00
shackled,0.00,0.00
rolled,0.00,0.00
pinioned,0.00,0.00
tethered,0.00,0.00
trussed,0.00,0.00
wired,0.00,0.00
unbound,0.00,0.75
untied,0.00,0.38
untethered,0.00,0.75
tied,0.00,0.00
untied,0.00,0.00
tied,0.00,0.00
knotted,0.00,0.00
untied,0.00,0.13
tangled,0.00,0.00
fouled,0.00,0.00
intermeshed,0.13,0.00
entangled,0.00,0.00
snarly,0.00,0.00
matted,0.00,0.00
rootbound,0.25,0.00
thrown_and_twisted,0.00,0.00
untangled,0.00,0.13
unsnarled,0.00,0.00
bound,0.00,0.00
brassbound,0.13,0.00
cased,0.00,0.00
half-bound,0.00,0.00
paperbacked,0.00,0.00
well-bound,0.25,0.00
unbound,0.00,0.75
looseleaf,0.25,0.00
bordered,0.00,0.00
boxed,0.00,0.00
featheredged,0.00,0.00
edged,0.00,0.00
fringed,0.00,0.00
lined,0.00,0.00
sawtoothed-edged,0.25,0.25
seagirt,0.00,0.00
spiny-edged,0.25,0.00
white-edged,0.00,0.00
unbordered,0.00,0.00
lotic,0.00,0.00
lentic,0.00,0.00
lower-class,0.00,0.00
non-u,0.00,0.63
proletarian,0.00,0.00
working-class,0.00,0.00
upper-lower-class,0.00,0.00
middle-class,0.00,0.00
bourgeois,0.00,0.00
materialistic,0.38,0.25
lower-middle-class,0.00,0.00
upper-middle-class,0.00,0.00
upper-class,0.00,0.00
quality,0.38,0.00
property-owning,0.00,0.00
u,0.00,0.00
tweedy,0.00,0.38
wellborn,0.63,0.00
brachycranic,0.00,0.00
short-headed,0.00,0.00
bullet-headed,0.00,0.00
dolichocranic,0.00,0.00
long-headed,0.00,0.00
courageous,0.38,0.13
heroic,0.50,0.13
gallant,0.13,0.00
spunky,0.13,0.38
lionhearted,0.38,0.25
stouthearted,0.25,0.00
undaunted,0.50,0.00
valorous,0.63,0.00
fearful,0.00,0.50
caitiff,0.00,0.50
yellow-bellied,0.00,0.50
recreant,0.13,0.38
dastardly,0.13,0.50
timid,0.13,0.50
funky,0.00,0.25
poltroon,0.63,0.00
unmanly,0.25,0.63
plucky,0.13,0.75
gutless,0.38,0.38
breast-fed,0.00,0.00
suckled,0.00,0.00
bottle-fed,0.00,0.00
eupnoeic,0.00,0.00
sweet-breathed,0.00,0.13
dyspnoeic,0.00,0.75
asphyxiating,0.13,0.38
suffocative,0.13,0.38
winded,0.00,0.00
crystalline,0.00,0.00
crystallized,0.00,0.00
microcrystalline,0.00,0.00
polycrystalline,0.00,0.00
noncrystalline,0.00,0.25
uncrystallized,0.13,0.50
landed,0.00,0.00
landless,0.00,0.00
light,0.50,0.25
reddened,0.00,0.00
autofluorescent,0.00,0.00
bioluminescent,0.00,0.00
bright,0.00,0.13
candescent,0.25,0.13
floodlit,0.00,0.00
fluorescent,0.00,0.00
well-lighted,0.00,0.00
incandescent,0.00,0.00
lamplit,0.00,0.00
lighting-up,0.13,0.00
livid,0.25,0.00
luminescent,0.13,0.00
phosphorescent,0.00,0.13
sunstruck,0.00,0.25
white,0.00,0.00
dark,0.13,0.13
stygian,0.00,0.13
aphotic,0.13,0.25
pitch-dark,0.25,0.38
caliginous,0.00,0.25
cimmerian,0.50,0.25
crepuscular,0.13,0.63
darkened,0.00,0.00
darkening,0.00,0.00
darkling,0.00,0.13
darkling,0.13,0.13
subdued,0.13,0.75
twilit,0.00,0.25
sulky,0.00,0.13
unlit,0.13,0.00
semidark,0.13,0.13
tenebrous,0.00,0.13
shaded,0.00,0.00
murky,0.00,0.00
umbrageous,0.00,0.38
unshaded,0.00,0.63
unshadowed,0.00,0.50
shaded,0.00,0.00
hatched,0.00,0.00
unshaded,0.00,0.50
moony,0.00,0.00
moonless,0.00,0.50
bridgeable,0.38,0.00
unbridgeable,0.00,0.13
bright,0.13,0.00
nitid,0.38,0.00
luminous,0.25,0.00
sparkly,0.00,0.00
buttony,0.00,0.00
refulgent,0.13,0.00
glary,0.63,0.13
bright_as_a_new_penny,0.38,0.13
brilliant,0.38,0.13
ardent,0.25,0.00
glimmery,0.25,0.00
shiny,0.50,0.00
pearlescent,0.00,0.00
lurid,0.13,0.00
noctilucent,0.38,0.00
slick,0.13,0.00
self-luminous,0.00,0.00
shimmery,0.38,0.00
silvery,0.13,0.00
twinkling,0.38,0.00
dull,0.38,0.00
matted,0.00,0.25
lustreless,0.38,0.38
subdued,0.13,0.75
dimmed,0.25,0.13
low-beam,0.00,0.00
undimmed,0.00,0.75
prejudiced,0.00,0.00
homophobic,0.00,0.13
jaundiced,0.25,0.63
loaded,0.25,0.00
racist,0.00,0.00
sexist,0.00,0.00
unprejudiced,0.50,0.00
nonracist,0.25,0.00
broad-minded,0.50,0.00
tolerant,0.63,0.00
catholic,0.63,0.00
undogmatical,0.00,0.38
open-minded,0.13,0.00
narrow-minded,0.13,0.13
closed-minded,0.00,0.63
dogmatical,0.50,0.25
intolerant,0.25,0.25
self-opinionated,0.25,0.25
small-minded,0.25,0.13
reconstructed,0.00,0.00
unreconstructed,0.00,0.00
broken,0.00,0.13
unbroken,0.00,0.00
unkept,0.00,0.13
unbroken,0.00,0.50
broken,0.00,0.13
broken-field,0.00,0.00
dotted,0.00,0.13
off-and-on,0.00,0.00
halting,0.13,0.13
unbroken,0.00,0.00
solid,0.00,0.38
uninterrupted,0.00,0.00
fraternal,0.00,0.00
sororal,0.00,0.00
exergonic,0.00,0.00
endergonic,0.00,0.00
fraternal,0.00,0.00
monovular,0.00,0.00
interred,0.00,0.38
belowground,0.00,0.00
unburied,0.00,0.25
busy,0.38,0.00
at_work,0.00,0.00
toiling,0.00,0.38
occupied,0.13,0.00
overbusy,0.38,0.00
tied_up,0.00,0.00
up_to,0.50,0.00
idle,0.00,0.63
bone-lazy,0.00,0.25
work-shy,0.00,0.00
lackadaisical,0.00,0.38
leisured,0.38,0.13
unengaged,0.38,0.50
bony,0.00,0.00
bone,0.00,0.00
boned,0.00,0.00
bonelike,0.00,0.25
strong-boned,0.25,0.00
boneless,0.00,0.63
deboned,0.00,0.00
fastened,0.00,0.00
botonnee,0.00,0.00
button-down,0.00,0.00
unfastened,0.00,0.13
open-collared,0.00,0.63
capitalistic,0.25,0.00
bourgeois,0.00,0.00
private-enterprise,0.00,0.00
laissez-faire,0.00,0.00
socialistic,0.00,0.00
collective,0.00,0.00
state-controlled,0.00,0.00
cacophonous,0.00,0.63
squawky,0.00,0.00
guttural,0.00,0.00
scratchy,0.00,0.63
husky,0.00,0.38
jangly,0.00,0.00
jarring,0.00,0.63
strident,0.00,0.50
splitting,0.00,0.00
euphonous,0.63,0.00
golden,0.00,0.25
silvery,0.00,0.25
calculable,0.50,0.00
estimable,0.00,0.00
numerable,0.00,0.00
incalculable,0.13,0.63
unnumerable,0.00,0.00
inestimable,0.00,0.00
indeterminable,0.13,0.63
calm,0.38,0.00
unruffled,0.50,0.00
settled,0.50,0.25
windless,0.00,0.50
stormy,0.00,0.75
wild,0.38,0.50
surging,0.13,0.63
blustery,0.00,0.13
rough,0.00,0.63
windy,0.00,0.38
choppy,0.00,0.25
dirty,0.00,0.75
puffy,0.00,0.13
squally,0.00,0.63
thundery,0.00,0.50
camphorated,0.00,0.25
uncamphorated,0.00,0.25
capable,0.13,0.00
able,0.13,0.00
surefooted,0.13,0.63
resourceful,0.50,0.13
incapable,0.13,0.13
unable,0.00,0.38
capable,0.00,0.00
incapable,0.00,0.75
cared-for,0.13,0.00
tended_to,0.00,0.00
uncared-for,0.13,0.13
unattended,0.13,0.25
untended,0.00,0.13
careful,0.50,0.00
blow-by-blow,0.38,0.00
sure,0.25,0.00
close,0.63,0.00
scrupulous,0.25,0.38
elaborated,0.50,0.00
narrow,0.50,0.25
too-careful,0.50,0.00
particular,0.00,0.00
protective,0.38,0.00
studious,0.25,0.13
thorough,0.75,0.00
careless,0.00,0.50
perfunctory,0.13,0.75
sloppy,0.50,0.13
reckless,0.13,0.75
incautious,0.50,0.25
offhanded,0.13,0.38
carnivorous,0.00,0.00
zoophagous,0.00,0.13
piscivorous,0.00,0.00
predacious,0.00,0.00
herbivorous,0.00,0.00
anthophilous,0.00,0.00
baccivorous,0.00,0.00
fruit-eating,0.00,0.00
grass-eating,0.00,0.00
plant-eating,0.00,0.00
saprozoic,0.00,0.00
saprophytic,0.00,0.00
omnivorous,0.00,0.13
all-devouring,0.00,0.13
insectivorous,0.00,0.00
apivorous,0.00,0.00
myrmecophagous,0.00,0.00
holozoic,0.00,0.00
holophytic,0.00,0.00
pistillate,0.00,0.00
acarpelous,0.00,0.00
carpeted,0.00,0.38
uncarpeted,0.00,0.13
carvel-built,0.00,0.00
flush-seamed,0.00,0.00
lap-streaked,0.00,0.00
carven,0.00,0.00
inscribed,0.00,0.00
sculptured,0.38,0.00
lapidarian,0.00,0.00
sliced,0.00,0.00
uncarved,0.00,0.13
acatalectic,0.13,0.00
catalectic,0.00,0.13
hypercatalectic,0.00,0.00
cauline,0.00,0.00
radical,0.00,0.00
censored,0.00,0.00
expurgated,0.00,0.00
uncensored,0.00,0.50
unexpurgated,0.00,0.50
caudated,0.00,0.00
bobtailed,0.00,0.00
taillike,0.00,0.25
tailed,0.00,0.00
scaly-tailed,0.00,0.00
scissor-tailed,0.00,0.00
short-tailed,0.00,0.00
square-tailed,0.13,0.00
stiff-tailed,0.00,0.00
swallow-tailed,0.00,0.00
tail-shaped,0.00,0.00
acaudate,0.00,0.25
tailless,0.00,0.63
stemmed,0.00,0.00
cylindrical-stemmed,0.00,0.00
leafy-stemmed,0.00,0.13
multi-stemmed,0.00,0.00
short-stemmed,0.00,0.00
spiny-stemmed,0.25,0.00
stout-stemmed,0.00,0.00
thick-stemmed,0.00,0.00
weak-stemmed,0.00,0.00
wiry-stemmed,0.00,0.00
woolly-stemmed,0.00,0.00
woody-stemmed,0.00,0.00
stemless,0.25,0.00
causative,0.13,0.00
abortifacient,0.00,0.38
actuating,0.00,0.00
anorexigenic,0.00,0.50
causal,0.00,0.50
tributary,0.25,0.25
errhine,0.00,0.50
fast,0.25,0.00
inductive,0.38,0.00
motive,0.13,0.00
motor,0.00,0.38
precipitating,0.00,0.13
responsible_for,0.00,0.00
sternutatory,0.00,0.38
noncausative,0.00,0.25
cautious,0.75,0.00
chary,0.50,0.25
fabian,0.25,0.00
gingerly,0.63,0.25
restrained,0.63,0.00
overcautious,0.63,0.00
incautious,0.25,0.25
tearaway,0.00,0.63
cellular,0.00,0.00
cancellous,0.00,0.00
pitted,0.00,0.00
cell-like,0.00,0.13
lymphoblast-like,0.25,0.25
multicellular,0.00,0.00
noncellular,0.00,0.50
cell-free,0.00,0.25
single-celled,0.00,0.00
coherent,0.50,0.00
incoherent,0.13,0.63
compartmented,0.00,0.00
compartmentalized,0.00,0.00
uncompartmented,0.00,0.75
porous,0.00,0.63
porose,0.00,0.00
nonporous,0.00,0.63
central,0.00,0.00
amidship,0.00,0.00
bicentric,0.00,0.00
bifocal,0.13,0.00
midway,0.00,0.00
centered,0.00,0.00
centrical,0.00,0.00
focal,0.00,0.00
median,0.00,0.00
midmost,0.38,0.00
nuclear,0.13,0.00
peripheral,0.00,0.00
circumferential,0.00,0.00
marginal,0.13,0.00
skirting,0.13,0.00
off-base,0.00,0.00
centrifugal,0.00,0.00
outward-developing,0.00,0.00
outward-moving,0.00,0.00
centripetal,0.00,0.13
inward-developing,0.00,0.00
inward-moving,0.00,0.00
afferent,0.00,0.00
sensory,0.00,0.00
corticoafferent,0.00,0.00
motorial,0.00,0.00
motor,0.00,0.00
corticofugal,0.00,0.00
neuromotor,0.00,0.00
centralizing,0.00,0.00
unifying,0.25,0.38
integrative,0.38,0.50
decentralizing,0.00,0.00
centrifugal,0.13,0.38
certain,0.00,0.00
definite,0.00,0.00
sure,0.13,0.50
sure_as_shooting,0.25,0.00
uncertain,0.13,0.38
indefinite,0.00,0.50
up_in_the_air,0.38,0.13
sure,0.25,0.50
positive,0.13,0.38
unsure,0.25,0.13
ambivalent,0.00,0.63
dubious,0.00,0.13
groping,0.25,0.38
convinced,0.13,0.00
unconvinced,0.13,0.63
dubious,0.00,0.25
confident,0.38,0.00
assured,0.63,0.00
positive,0.50,0.00
reassured,0.63,0.00
self-confident,0.75,0.00
unsure,0.25,0.25
sure,0.00,0.00
destined,0.00,0.00
fated,0.00,0.00
predestined,0.00,0.00
in_for,0.00,0.00
uncertain,0.00,0.50
iffy,0.00,0.00
contingent,0.38,0.50
up_in_the_air,0.25,0.00
certified,0.63,0.13
certifiable,0.50,0.00
certificated,0.38,0.13
credentialled,0.38,0.00
uncertified,0.00,0.25
inevitable,0.00,0.63
fateful,0.13,0.00
unavoidable,0.00,0.50
necessary,0.13,0.00
evitable,0.63,0.00
preventable,0.63,0.00
unpreventable,0.13,0.25
changeful,0.38,0.25
adjustable,0.63,0.00
astatic,0.13,0.50
checkered,0.38,0.50
distortable,0.50,0.00
quicksilver,0.00,0.25
unstable,0.00,0.00
mobile,0.00,0.00
jittering,0.00,0.00
kaleidoscopical,0.00,0.00
mobile,0.13,0.00
open-ended,0.25,0.00
quick-change,0.00,0.00
quick-drying,0.13,0.00
reversible,0.25,0.00
volatile,0.00,0.00
unchangeable,0.38,0.50
unalterable,0.00,0.00
confirmed,0.13,0.38
frozen,0.00,0.75
set_in_stone,0.38,0.38
unchanging,0.00,0.00
commutable,0.00,0.00
alterable,0.38,0.38
transmutable,0.00,0.00
incommutable,0.00,0.50
untransmutable,0.13,0.63
unalterable,0.13,0.00
alterable,0.50,0.00
unalterable,0.00,0.75
incurable,0.25,0.50
last,0.00,0.63
modifiable,0.50,0.00
unmodifiable,0.00,0.63
adjusted,0.25,0.00
focused,0.00,0.00
weighted,0.00,0.00
unadjusted,0.00,0.63
maladjusted,0.00,0.38
adjusted,0.13,0.38
well-balanced,0.50,0.38
maladjusted,0.00,0.25
unadjusted,0.00,0.63
altered,0.00,0.13
adjusted,0.00,0.00
changed,0.38,0.00
emended,0.00,0.00
paraphrastic,0.00,0.25
revised,0.38,0.00
unchanged,0.00,0.00
timeless,0.13,0.00
unmoved,0.00,0.13
unedited,0.50,0.25
unreduced,0.13,0.38
unrevised,0.13,0.63
amended,0.00,0.00
revised,0.00,0.00
unamended,0.00,0.13
changed,0.25,0.00
denaturized,0.38,0.38
exchanged,0.13,0.25
transformed,0.13,0.00
varied,0.00,0.38
unchanged,0.00,0.63
idempotent,0.00,0.00
same,0.00,0.38
isometric,0.00,0.00
isotonic,0.00,0.00
ionized,0.38,0.00
unionized,0.38,0.13
mutable,0.63,0.00
immutable,0.00,0.63
characteristic,0.00,0.00
symptomatic,0.38,0.25
typical,0.00,0.00
peculiar,0.00,0.00
uncharacteristic,0.00,0.00
charged,0.00,0.00
live,0.00,0.00
negatively_charged,0.00,0.00
positively_charged,0.25,0.00
polar,0.00,0.00
uncharged,0.00,0.00
neutral,0.00,0.25
drained,0.00,0.00
charitable,0.50,0.13
philanthropic,0.50,0.00
uncharitable,0.25,0.38
leased,0.00,0.00
unchartered,0.00,0.13
owned,0.00,0.13
closely-held,0.00,0.13
unowned,0.00,0.00
chaste,0.63,0.13
continent,0.38,0.00
virtuous,0.25,0.00
unchaste,0.25,0.25
cyprian,0.00,0.00
wanton,0.00,0.25
fallen,0.13,0.13
licentious,0.50,0.25
cheerful,0.75,0.00
glad,0.75,0.13
twinkly,0.50,0.38
lightsome,0.63,0.00
perky,0.50,0.25
sunny,0.50,0.00
jaunty,0.38,0.13
uncheerful,0.13,0.63
sorry,0.00,0.63
sombre,0.00,0.63
chlamydeous,0.00,0.00
achlamydeous,0.00,0.63
granular,0.00,0.00
achondritic,0.00,0.63
monoclinic,0.00,0.00
triclinic,0.00,0.00
monochromatic,0.00,0.00
polychromatic,0.00,0.00
chromatic,0.50,0.25
yellow-brown,0.00,0.00
amber-green,0.00,0.00
amethyst,0.00,0.13
auburn,0.00,0.13
golden,0.00,0.00
avocado,0.00,0.00
sky-blue,0.00,0.00
beige,0.00,0.00
blackish-brown,0.00,0.00
blackish-red,0.00,0.13
blae,0.00,0.00
bluish,0.00,0.00
teal,0.00,0.00
bluish-lilac,0.00,0.50
bluish-purple,0.00,0.00
bluish-violet,0.00,0.00
rosy,0.13,0.00
bottle-green,0.00,0.00
raspberry-red,0.00,0.00
bronzy,0.00,0.00
bronze-red,0.00,0.00
dark-brown,0.00,0.00
brownish-green,0.00,0.00
brownish-purple,0.00,0.00
buff,0.00,0.00
buff-brown,0.00,0.00
canary-yellow,0.00,0.00
caramel_brown,0.00,0.00
carnation,0.00,0.00
chartreuse,0.00,0.00
chestnut,0.00,0.00
chestnut-brown,0.00,0.00
coppery,0.00,0.00
coral,0.00,0.00
coral-red,0.00,0.13
creamy,0.00,0.00
creamy-yellow,0.00,0.00
watercress,0.00,0.00
crimson-magenta,0.00,0.25
crimson-purple,0.00,0.13
crimson-yellow,0.00,0.00
dark-blue,0.00,0.00
deep-pink,0.00,0.00
deep-yellow,0.00,0.00
dull-purple,0.25,0.00
dun,0.00,0.00
earthlike,0.00,0.00
taupe,0.00,0.00
golden-yellow,0.00,0.00
golden-brown,0.00,0.00
golden-green,0.00,0.25
greyish-blue,0.00,0.00
greyish-brown,0.00,0.00
greyish-green,0.00,0.00
greyish-pink,0.00,0.25
light-green,0.00,0.13
greenish-brown,0.00,0.00
hazel,0.00,0.00
hazel-brown,0.00,0.00
honey,0.00,0.00
jade-green,0.00,0.00
khaki,0.00,0.00
lilac-colored,0.00,0.00
lavender-tinged,0.00,0.00
pale_blue,0.00,0.00
violet-blue,0.00,0.00
violet-pink,0.00,0.25
lilac-purple,0.00,0.00
magenta,0.00,0.00
magenta_pink,0.00,0.00
maroon,0.00,0.00
maroon-purple,0.00,0.00
mauve,0.00,0.00
mauve-blue,0.00,0.00
mauve-pink,0.00,0.00
mosstone,0.00,0.13
mousy,0.00,0.00
ochre,0.00,0.00
olive-brown,0.00,0.00
olive-drab,0.00,0.00
olive,0.00,0.13
orangish,0.00,0.00
orangish-red,0.00,0.00
orange-brown,0.00,0.00
peachy-coloured,0.25,0.13
peacock-blue,0.00,0.00
pea-green,0.00,0.00
pinkish,0.00,0.00
pinkish-lavender,0.00,0.50
salmon,0.00,0.00
pink-red,0.00,0.00
pink-tinged,0.00,0.00
pinkish-purple,0.00,0.00
powdery-blue,0.00,0.13
violet,0.00,0.00
purplish-blue,0.00,0.00
purplish-brown,0.00,0.00
purplish-green,0.00,0.00
purplish-lilac,0.00,0.50
purplish-red,0.00,0.00
purple-tinted,0.00,0.00
scarlet,0.00,0.00
reddish-brown,0.00,0.00
reddish-lavender,0.00,0.00
reddish-pink,0.00,0.00
reddish-orange,0.00,0.00
reddisn-purple,0.00,0.00
reddish-violet,0.00,0.00
roseate,0.00,0.00
rose-red,0.00,0.00
rose-lilac,0.00,0.50
rose-mauve,0.00,0.38
rosy-purple,0.50,0.00
rose-tinted,0.00,0.00
russet,0.00,0.00
rusty,0.00,0.00
rusty-red,0.00,0.00
rusty-brown,0.00,0.00
sage-green,0.00,0.00
sapphire,0.00,0.00
scarlet-crimson,0.00,0.38
scarlet-pink,0.00,0.38
sea-green,0.00,0.00
silvery-blue,0.00,0.00
silvery-green,0.00,0.00
snuff-brown,0.00,0.00
sorrel,0.00,0.00
stone,0.13,0.00
straw,0.00,0.00
sulphur-yellow,0.00,0.00
tan,0.00,0.00
tannish,0.00,0.13
tangerine,0.00,0.00
tawny-brown,0.00,0.00
ultramarine,0.00,0.13
umber,0.00,0.00
vermillion,0.00,0.00
vinaceous,0.00,0.00
violet-tinted,0.13,0.00
white-pink,0.00,0.13
wine-red,0.00,0.00
yellowish,0.00,0.00
yellowish-beige,0.00,0.00
yellow-green,0.00,0.00
yellowish-orange,0.00,0.00
yellow-tinged,0.00,0.00
neutral,0.25,0.38
silvery,0.00,0.00
ashy,0.00,0.00
blackish,0.00,0.13
blackish-grey,0.00,0.00
cool-white,0.00,0.00
bluish-grey,0.00,0.00
bluish_black,0.00,0.13
brownish-black,0.00,0.00
brownish-grey,0.00,0.00
